Mean Response - x, Mean Response - y, Inner Corridor - x, Inner Corridor - y, Outer Corridor - x, Outer Corridor - y
6.917203114786120155e-01, 2.036653871469466637e+00, -1.106874096370003002e-02, -6.900564356888678752e-01, -1.106874096370003002e-02, -6.900564356888678752e-01
7.541768466697845730e-01, 2.102005325541252301e+00, -1.267741402113390682e-02, -6.900863938905679174e-01, 6.186022467681374926e-02, -7.258434292470363758e-01
8.166874370361614233e-01, 2.167414826316537813e+00, -1.428608707856778362e-02, -6.901163520922679595e-01, 9.862784937060990742e-02, -7.721979947676178568e-01
8.792523504019692515e-01, 2.232882676002017952e+00, -1.589476013600165868e-02, -6.901463102939681127e-01, 1.787964222533202502e-02, -7.965189579661743347e-01
9.418759499208601005e-01, 2.298415665207565795e+00, -1.750343319343553722e-02, -6.901762684956681548e-01, -6.738438586404357777e-02, -7.980420819653589737e-01
1.004562298539364074e+00, 2.364018859212363655e+00, -1.911210625086941228e-02, -6.902062266973681970e-01, -1.526439996272753730e-01, -7.966494761957032544e-01
1.066048317940931911e+00, 2.432844052978106575e+00, -2.072077930830328735e-02, -6.902361848990682391e-01, -1.101805987656920283e-01, -8.023619247767372897e-01
1.126269796682614510e+00, 2.505007185309027662e+00, -2.232945236573716588e-02, -6.902661431007682813e-01, -2.780619716742863123e-02, -8.080877464089609719e-01
1.186023528124474424e+00, 2.578547183357602801e+00, -2.393812542317104441e-02, -6.902961013024684345e-01, 3.533871396939444048e-02, -8.607772647625654416e-01
1.245832781795821020e+00, 2.652241300445580485e+00, -2.554679848060491948e-02, -6.903260595041684766e-01, -3.688740032400820990e-03, -9.136859697779898815e-01
1.305811087971505247e+00, 2.725836863504321972e+00, -2.715547153803879454e-02, -6.903560177058685188e-01, -3.615542956070993269e-02, -9.647161364358467495e-01
1.365991813916695330e+00, 2.799305414198323572e+00, -2.876414459547266961e-02, -6.903859759075685609e-01, -4.873089771920711272e-02, -1.034715198200519382e+00
1.425626217666128071e+00, 2.874082148282843363e+00, -3.037281765290654814e-02, -6.904159341092686031e-01, -1.014335780402904480e-01, -1.077159545356785042e+00
1.484677753261609112e+00, 2.950209441255295051e+00, -3.198149071034042668e-02, -6.904458923109687563e-01, -1.062697834724592311e-01, -1.154610119303890015e+00
1.543405924181862732e+00, 3.027183642655016271e+00, -3.359016376777430174e-02, -6.904758505126687984e-01, -1.558028346178196299e-01, -1.221108825550756727e+00
1.602483723948155303e+00, 3.103728754754337515e+00, -3.519883682520817680e-02, -6.905058087143688406e-01, -1.813386159174538159e-01, -1.299584151719424430e+00
1.662466459928225726e+00, 3.178769111631920996e+00, -3.680750988264205881e-02, -6.905357669160688827e-01, -2.242354562378515437e-01, -1.368883618809887182e+00
1.721129803454405582e+00, 3.256302870768115643e+00, -3.841264083415683872e-02, -6.906328398165828553e-01, -2.554195342978264338e-01, -1.446529954734167234e+00
1.779479034523650638e+00, 3.334565915004066738e+00, -4.001553060204639939e-02, -6.907723779531538266e-01, -2.940162900013553737e-01, -1.519589046926219877e+00
1.838341805455167899e+00, 3.412159476117048396e+00, -4.161842036993596700e-02, -6.909119160897247980e-01, -3.266658593427449464e-01, -1.597811511824746233e+00
1.897697874510338778e+00, 3.489205473243581768e+00, -4.322131013782553460e-02, -6.910514542262957693e-01, -3.661084297693860679e-01, -1.669584997590040309e+00
1.956872212351761897e+00, 3.566864665388275402e+00, -4.482419990571509527e-02, -6.911909923628667407e-01, -4.019698087917782936e-01, -1.746545896053859348e+00
2.016090863982693548e+00, 3.644620922348540404e+00, -4.642708967360466288e-02, -6.913305304994377121e-01, -4.459369010702359803e-01, -1.814591175698379022e+00
2.075760676139822625e+00, 3.721461623078845538e+00, -4.802997944149422355e-02, -6.914700686360086834e-01, -4.929337808631229501e-01, -1.883558310076457687e+00
2.136189881507050803e+00, 3.796742696283310181e+00, -4.963286920938378421e-02, -6.916096067725796548e-01, -5.323753356708501583e-01, -1.952725232344136197e+00
2.195287036031929873e+00, 3.875042106037015710e+00, -5.123575897727335182e-02, -6.917491449091506261e-01, -5.841274516426132601e-01, -2.019663918820533421e+00
2.254952626386555803e+00, 3.952558529852904901e+00, -5.283864874516291943e-02, -6.918886830457215975e-01, -6.246691783146863797e-01, -2.093663303308197943e+00
2.315938415839301712e+00, 4.027843931309135428e+00, -5.444153851305248704e-02, -6.920282211822925689e-01, -6.712067214849666286e-01, -2.163646156946681387e+00
