Mean Response - x, Mean Response - y, Inner Corridor - x, Inner Corridor - y, Outer Corridor - x, Outer Corridor - y
7.059968563276902698e-01, 1.704622268687863373e+00, 1.033225893009076524e+00, 2.223750246393727537e+00, 1.033225893009076524e+00, 2.223750246393727537e+00
9.142472663360089458e-01, 2.019000906152924824e+00, 1.033442284223366592e+00, 2.216966458526622663e+00, 1.033834331591309663e+00, 2.337084325621165970e+00
1.079665780715229673e+00, 2.270422036292922829e+00, 1.033658675437656882e+00, 2.210182670659517790e+00, 1.040722733039202597e+00, 2.450195245849055681e+00
1.220884901411858126e+00, 2.503832828144681333e+00, 1.033875066651946950e+00, 2.203398882792412916e+00, 1.054440263066925176e+00, 2.562694226521654350e+00
1.350603411627345762e+00, 2.720003673823756074e+00, 1.034091457866237018e+00, 2.196615094925308043e+00, 1.084116165494454886e+00, 2.641023872980189591e+00
1.473408695187673034e+00, 2.921971034090768082e+00, 1.034307849080527308e+00, 2.189831307058203169e+00, 1.112665580388908504e+00, 2.531554288437363187e+00
1.589636807224248605e+00, 3.114918717748473842e+00, 1.034524240294817377e+00, 2.183047519191098740e+00, 1.126574047527039824e+00, 2.419274532447424964e+00
1.697902537508968690e+00, 3.303581416454405062e+00, 1.034740631509107445e+00, 2.176263731323993866e+00, 1.128666726463097625e+00, 2.305956662997910467e+00
1.801660504744335034e+00, 3.486121417328940097e+00, 1.035059874824428849e+00, 2.169484575627117717e+00, 1.126606640942162230e+00, 2.192633909591076957e+00
1.901206111514239128e+00, 3.663331011999878317e+00, 1.035454168329223990e+00, 2.162708799980332053e+00, 1.122619863631433956e+00, 2.079361243268404547e+00
1.997872102324916854e+00, 3.835151279299705340e+00, 1.035848461834018908e+00, 2.155933024333545944e+00, 1.104034341166948208e+00, 1.968065418225159346e+00
2.093356161913721536e+00, 3.999851359514432492e+00, 1.036242755338814048e+00, 2.149157248686759836e+00, 1.144265044350047722e+00, 1.935026217254248060e+00
2.185805221328257719e+00, 4.157053010057230935e+00, 1.036637048843608966e+00, 2.142381473039974171e+00, 1.191905538645657403e+00, 2.035337212210674540e+00
2.247115752879478290e+00, 4.261515145485033962e+00, 1.037031342348404106e+00, 2.135605697393188063e+00, 1.175865611391133436e+00, 2.143566809218547142e+00
2.308574048656675703e+00, 4.371376324472628028e+00, 1.037425635853199024e+00, 2.128829921746402398e+00, 1.158339231365509203e+00, 2.255496427039497487e+00
2.389772715986026697e+00, 4.511107380209164575e+00, 1.037841546400493531e+00, 2.122055638927793808e+00, 1.147694037315590609e+00, 2.368301543962790578e+00
2.454699288696760906e+00, 4.621631045451183972e+00, 1.038382396031592103e+00, 2.115289984143514435e+00, 1.144288403728228820e+00, 2.481586189167655832e+00
2.517191504585683859e+00, 4.727089242949975123e+00, 1.038923245662690897e+00, 2.108524329359235505e+00, 1.145775855452169534e+00, 2.594914300779521898e+00
2.573542264397679080e+00, 4.822108481332294083e+00, 1.039464095293789470e+00, 2.101758674574956132e+00, 1.153057604033619787e+00, 2.708001374478503642e+00
2.654332976388373844e+00, 4.961285488782730901e+00, 1.040004944924888042e+00, 2.094993019790676758e+00, 1.167871569590133607e+00, 2.820351332995916671e+00
2.726215576270668350e+00, 5.083500543622228030e+00, 1.040545794555986614e+00, 2.088227365006397385e+00, 1.195295566337427839e+00, 2.929848992715276879e+00
2.781638422201620386e+00, 5.173933835048081242e+00, 1.041086644187085408e+00, 2.081461710222118011e+00, 1.255783359013787459e+00, 2.939393315328051592e+00
2.855663893752084181e+00, 5.297811582990288315e+00, 1.041627493818183980e+00, 2.074696055437839082e+00, 1.277148164561927146e+00, 3.050695241679106218e+00
2.909899521957798552e+00, 5.388074206895834273e+00, 1.042447202975215648e+00, 2.067960933399365597e+00, 1.301548509940965381e+00, 3.161226489882197122e+00
2.948153319799185823e+00, 5.457262600709448463e+00, 1.043383179693343488e+00, 2.061238541669733859e+00, 1.367757110682511268e+00, 3.234038698226471276e+00
3.015994157536013187e+00, 5.571225015030695893e+00, 1.044319156411471328e+00, 2.054516149940102121e+00, 1.398558785720951825e+00, 3.343051165366039523e+00
3.090656553972565224e+00, 5.694760661380236400e+00, 1.045255133129598946e+00, 2.047793758210469939e+00, 1.435771749009151055e+00, 3.449390254274432355e+00
3.109014091420494896e+00, 5.722050660657004073e+00, 1.046191109847726786e+00, 2.041071366480838201e+00, 1.495875069705792537e+00, 3.533956392993407469e+00
3.151319432404045440e+00, 5.793726312441712878e+00, 1.047127086565854404e+00, 2.034348974751206462e+00, 1.527947075028383894e+00, 3.642595225352201815e+00
3.207729342104769454e+00, 5.890033022628654358e+00, 1.048063063283982244e+00, 2.027626583021574280e+00, 1.591288008477685034e+00, 3.735158759472063661e+00
3.258339322772167979e+00, 5.972448577003279802e+00, 1.049065322299907788e+00, 2.020914972078022842e+00, 1.623655989168264036e+00, 3.843270868967086251e+00
3.308590459634141112e+00, 6.053464014165480300e+00, 1.050023366123012947e+00, 2.014199591885880825e+00, 1.683665525451971012e+00, 3.937052967623995592e+00
3.356761636042209229e+00, 6.129996316587590144e+00, 1.050801328150461345e+00, 2.007457086560162196e+00, 1.720632399376855304e+00, 4.044174823123448448e+00
3.419029065259474365e+00, 6.230664361911139260e+00, 1.051579290177909964e+00, 2.000714581234443123e+00, 1.774235946976552736e+00, 4.143297291440433128e+00
3.463099033153755446e+00, 6.300200893072599229e+00, 1.052357252205358362e+00, 1.993972075908724051e+00, 1.816956959202207456e+00, 4.247796199395937222e+00
3.523996055200013355e+00, 6.399062174815486337e+00, 1.053135214232806982e+00, 1.987229570583004978e+00, 1.873936424905383369e+00, 4.344614535529334631e+00
3.587216391824261219e+00, 6.503444519654600242e+00, 1.053913176260255380e+00, 1.980487065257286128e+00, 1.913725438315197147e+00, 4.449928118970612800e+00
3.619415016950820796e+00, 6.560218120522854690e+00, 1.054691138287704000e+00, 1.973744559931567055e+00, 1.974083008353450186e+00, 4.544365687428609135e+00
3.635434634341663696e+00, 6.586538970549071337e+00, 1.055988111313144628e+00, 1.967089606756772913e+00, 2.014513602011441140e+00, 4.650140920118864152e+00
3.683612073781715512e+00, 6.663928831769894146e+00, 1.057465050166801257e+00, 1.960465012081922254e+00, 2.072591531883262839e+00, 4.746697040320599470e+00
3.747461517682964427e+00, 6.766696726499708880e+00, 1.058941989020457886e+00, 1.953840417407071373e+00, 2.120396399256895492e+00, 4.849245816106546592e+00
3.813028864096845272e+00, 6.872254250868704339e+00, 1.060418927874114514e+00, 1.947215822732220714e+00, 2.177972482359868955e+00, 4.945770427464589503e+00
3.814057819193164889e+00, 6.879262000593006299e+00, 1.061895866727771143e+00, 1.940591228057370055e+00, 2.218980817285710394e+00, 5.051245023242637799e+00
3.841957973061524090e+00, 6.921634707119594054e+00, 1.063372805581427549e+00, 1.933966633382519396e+00, 2.265996025910729017e+00, 5.154287441069300257e+00
3.901485149015542220e+00, 7.016818959885214646e+00, 1.064849744435084178e+00, 1.927342038707668737e+00, 2.317684136061974876e+00, 5.254767484903693386e+00
3.963357626300188397e+00, 7.116185690915778572e+00, 1.066395306698581180e+00, 1.920735412177155599e+00, 2.386819478154275753e+00, 5.344130215874391077e+00
4.005929832393966272e+00, 7.185063985666571007e+00, 1.068354436822609221e+00, 1.914237072993900668e+00, 2.451604946334744461e+00, 5.437047222498067711e+00
4.024415235156560300e+00, 7.219721551636811618e+00, 1.070313566946637263e+00, 1.907738733810645737e+00, 2.513189699597687010e+00, 5.532166108671400906e+00
4.058906096417532972e+00, 7.271624319264305747e+00, 1.072272697070665304e+00, 1.901240394627390806e+00, 2.564032959008400780e+00, 5.633359792236080743e+00
4.116180580510523157e+00, 7.361918815894223478e+00, 1.074231827194693567e+00, 1.894742055444135875e+00, 2.620419711635952886e+00, 5.731087127249495872e+00
4.172840767046177568e+00, 7.451699109189232395e+00, 1.076190957318721608e+00, 1.888243716260880944e+00, 2.677368914285285229e+00, 5.828619465476355010e+00
4.206774238360512896e+00, 7.504592168988177825e+00, 1.078150087442749649e+00, 1.881745377077626014e+00, 2.738656211360682935e+00, 5.923442007239235529e+00
4.226445573381572451e+00, 7.535367003695171206e+00, 1.082735599291414497e+00, 1.876847813147022315e+00, 2.791206523010729690e+00, 6.023189640321116478e+00
4.249643581643315571e+00, 7.578865667613729151e+00, 1.087613597685334943e+00, 1.872128519274798286e+00, 2.838535037973990871e+00, 6.125681672892429042e+00
4.268190016147941357e+00, 7.612895708923844040e+00, 1.085864232133376461e+00, 1.866334220295720048e+00, 2.884217347441034640e+00, 6.229310619511135627e+00
4.297261607191614097e+00, 7.656929376242831431e+00, 1.082728099934682664e+00, 1.860314977999897756e+00, 2.937307394762608492e+00, 6.329204252020023347e+00
4.328451647428526172e+00, 7.704730492116177665e+00, 1.079591967735988867e+00, 1.854295735704075465e+00, 2.989980338834149265e+00, 6.429247606794164405e+00
4.349333553905184502e+00, 7.736265005410736251e+00, 1.076864065270786375e+00, 1.848091478790332642e+00, 3.051513725696147539e+00, 6.522916994128748591e+00
4.385026724571123857e+00, 7.790901523094174053e+00, 1.074405117276492128e+00, 1.841765328480321262e+00, 3.100395049167288697e+00, 6.624904604109404183e+00
4.440264337530848593e+00, 7.879268874374635523e+00, 1.071946169282197658e+00, 1.835439178170309882e+00, 3.164129525984461289e+00, 6.718628249104984462e+00
4.468954354107437688e+00, 7.931182474487068923e+00, 1.069487221287903411e+00, 1.829113027860298502e+00, 3.231710349484101297e+00, 6.809451637680230540e+00
4.521555462103766132e+00, 8.015632713817062438e+00, 1.067028273293609164e+00, 1.822786877550287121e+00, 3.304135494842651344e+00, 6.895545124309623297e+00
4.547554829096233320e+00, 8.057073303493627492e+00, 1.064358926859714449e+00, 1.816548274835464438e+00, 3.369790022834739940e+00, 6.987355274696046337e+00
4.552402398724442634e+00, 8.063244507909445247e+00, 1.061604384163024273e+00, 1.810345122611344060e+00, 3.427640341447842243e+00, 7.083243740971391311e+00
4.600013250503791618e+00, 8.138060461307278004e+00, 1.058849841466334096e+00, 1.804141970387223459e+00, 3.463940312366254215e+00, 7.190575836154597056e+00
4.632813658152538316e+00, 8.194391703966724450e+00, 1.056095298769643920e+00, 1.797938818163102859e+00, 3.515463870862161055e+00, 7.291204420800054820e+00
4.682041666903821842e+00, 8.273360411196486908e+00, 1.053340756072953965e+00, 1.791735665938982258e+00, 3.590647973957866501e+00, 7.373984226182977331e+00
4.721966682539086690e+00, 8.336591694507530903e+00, 1.050586213376263789e+00, 1.785532513714861658e+00, 3.631221620100505199e+00, 7.479437820328588948e+00
4.738488671029543298e+00, 8.362531981071660070e+00, 1.045563181668205610e+00, 1.781780703573640823e+00, 3.675843345054706113e+00, 7.583479260226900109e+00
4.774894876806804689e+00, 8.419527024483048905e+00, 1.039165512088236598e+00, 1.779514334907902562e+00, 3.743969464592779683e+00, 7.673117014520035362e+00
4.815570652447256350e+00, 8.483289374849382725e+00, 1.032767842508267586e+00, 1.777247966242164079e+00, 3.811400276290977995e+00, 7.763252559766661065e+00
4.849936839165365221e+00, 8.539134221200390229e+00, 1.026370172928298796e+00, 1.774981597576425818e+00, 3.849356645531422316e+00, 7.869974068538335921e+00
4.876403385603178542e+00, 8.586394738641416780e+00, 1.020188432673333701e+00, 1.772386944070594383e+00, 3.900969244621171672e+00, 7.970705017114430468e+00
4.887243227699862302e+00, 8.609329432688340944e+00, 1.015514718949864115e+00, 1.767465626779637144e+00, 3.961431071482567567e+00, 8.066020850893625749e+00
4.909295597950211310e+00, 8.644696341890272251e+00, 1.010808401485355557e+00, 1.762575107491590076e+00, 4.016641749860216493e+00, 8.164818322009960383e+00
4.941318325771276498e+00, 8.694945709580181870e+00, 1.006102084020846776e+00, 1.757684588203542786e+00, 4.059802882294991200e+00, 8.269595171101787656e+00
4.982533678942304256e+00, 8.760018257799911723e+00, 1.001395766556338218e+00, 1.752794068915495718e+00, 4.111044121325710066e+00, 8.370528724868721682e+00
5.024802040584360974e+00, 8.825979555437006852e+00, 9.966894490918296601e-01, 1.747903549627448427e+00, 4.170401421438426404e+00, 8.466739213603325709e+00
5.080747386867378701e+00, 8.912185047339717059e+00, 9.919831316273209909e-01, 1.743013030339401137e+00, 4.210041105140477136e+00, 8.572466129106636856e+00
5.099602320366167341e+00, 8.944748367012323342e+00, 9.887340234859278709e-01, 1.737056083535280626e+00, 4.236133162484714276e+00, 8.682753250776686471e+00
5.086215484179782642e+00, 8.927949516905963279e+00, 9.854959465715508182e-01, 1.731091063763303461e+00, 4.268935336080164511e+00, 8.791221110093152546e+00
5.113145379686005576e+00, 8.971735249665380607e+00, 9.822578696571737655e-01, 1.725126043991326297e+00, 4.311943382795656809e+00, 8.895997352448906881e+00
5.163142065940165004e+00, 9.049402159723655359e+00, 9.790742141850181657e-01, 1.719133171694261941e+00, 4.372111200725129265e+00, 8.991575945580624563e+00
5.198371789504776963e+00, 9.106626495689098988e+00, 9.761296874795413192e-01, 1.713017914915987205e+00, 4.434807612214762607e+00, 9.084823402323261021e+00
