Mean Response - x, Mean Response - y, Inner Corridor - x, Inner Corridor - y, Outer Corridor - x, Outer Corridor - y
1.118079356476824548e+00, 1.991140611230626689e+00, 6.781559332064843737e-01, 1.513010744037565303e+00, 6.781559332064843737e-01, 1.513010744037565303e+00
1.419495150873781197e+00, 2.334258568970558390e+00, 6.863559905885610046e-01, 1.501767619499297268e+00, 6.335937253642864864e-01, 1.584758922654550650e+00
1.567374613261357075e+00, 2.529953854964011040e+00, 6.948264134516199952e-01, 1.490729422211787281e+00, 5.972122727252878738e-01, 1.660989509372231998e+00
1.684613614823373240e+00, 2.692973639043345191e+00, 7.034352638345678921e-01, 1.479796147975019460e+00, 5.689724921240539857e-01, 1.740592097087612089e+00
1.779201361513607083e+00, 2.842326069556836199e+00, 7.121687553739386445e-01, 1.468963629979283869e+00, 5.489343344299069116e-01, 1.822651317643232405e+00
1.868042033808634761e+00, 2.975567902534504316e+00, 7.213451888463766615e-01, 1.458507565491413027e+00, 5.367429226608646520e-01, 1.906234444298877451e+00
1.954704855347922487e+00, 3.096554073016470898e+00, 7.307420087626539384e-01, 1.448243620542544186e+00, 5.329390354389348383e-01, 1.990623636577461664e+00
2.035923913213405712e+00, 3.210942320000738537e+00, 7.401388286789311044e-01, 1.437979675593675344e+00, 5.368239808915143962e-01, 2.075001729168653331e+00
2.103258260462647744e+00, 3.327133941984817600e+00, 7.498731683944126480e-01, 1.428039811808763382e+00, 5.489009727907467884e-01, 2.158585402160413835e+00
2.173984853414122842e+00, 3.434113877927501335e+00, 7.597514337240760529e-01, 1.418238349441895529e+00, 5.687799060866260970e-01, 2.240674044497271034e+00
2.244424603539790564e+00, 3.535583853514962183e+00, 7.696296990537394578e-01, 1.408436887075027899e+00, 5.969471471582019628e-01, 2.320287796061728969e+00
2.312241243373568178e+00, 3.633721138156827291e+00, 7.801625628603514606e-01, 1.399343128710453854e+00, 6.331397450223951173e-01, 2.396584442075930355e+00
2.367486456245955662e+00, 3.736854007147288659e+00, 7.906872613810645989e-01, 1.390239336473956477e+00, 6.777885374515166816e-01, 2.468256999496391657e+00
2.429926016814373479e+00, 3.831100198789124889e+00, 8.014287493008132035e-01, 1.381401994925290477e+00, 7.304774747547819747e-01, 2.534237841161115945e+00
2.491674680860156421e+00, 3.922510081840888674e+00, 8.124674329591490274e-01, 1.372928727931766568e+00, 7.914178530031897862e-01, 2.592695812880618789e+00
