Time,Rotation,Torque,Folder,Theta,TestTorque,DR
0,0,0.0124570913612843,0-180,0,0.0124570913612843,-0.00418424606323247
0.08,0.000177025795000674,0.00827284529805183,0-180,0,0.00827284529805183,0.0685343518853188
0.12,0.0243544578553028,0.0768071971833706,0-180,0,0.0768071971833706,0.19405810162425
0.24,0.0866568088532027,0.270865298807621,0-180,0,0.270865298807621,0.14394735917449
0.32,0.142881274223402,0.414812657982111,0-180,0,0.414812657982111,0.18816776573658
0.4,0.216545462608401,0.602980423718691,0-180,0,0.602980423718691,0.162273459136486
0.48,0.2901935577393,0.765253882855177,0-180,0,0.765253882855177,0.149071402847767
0.56,0.3733152151108,0.914325285702944,0-180,0,0.914325285702944,0.154339894652366
0.64,0.4546397924424,1.06866518035531,0-180,0,1.06866518035531,0.12995256111026
0.72,0.537085533142101,1.19861774146557,0-180,0,1.19861774146557,0.13561062514782
0.8,0.616081953048703,1.33422836661339,0-180,0,1.33422836661339,0.1446352340281
0.88,0.692578554153503,1.47886360064149,0-180,0,1.47886360064149,0.1422175206244
0.96,0.774208903312701,1.62108112126589,0-180,0,1.62108112126589,0.1328594982624
1.04,0.853028297424402,1.75394061952829,0-180,0,1.75394061952829,0.16018822789193
1.12,0.939341783523602,1.91412884742022,0-180,0,1.91412884742022,0.11384598910808
1.2,1.01793050766,2.0279748365283,0-180,0,2.0279748365283,0.11041127145291
1.28,1.0999041795731,2.13838610798121,0-180,0,2.13838610798121,0.10275971144437
1.36,1.1874783039093,2.24114581942558,0-180,0,2.24114581942558,0.10059587657452
1.44,1.2645971775055,2.3417416960001,0-180,0,2.3417416960001,0.10359734296799
1.52,1.351672410965,2.44533903896809,0-180,0,2.44533903896809,0.16997270286083
1.64,1.486560702324,2.61531174182892,0-180,0,2.61531174182892,0.10826177895069
1.72,1.5946644544602,2.72357352077961,0-180,0,2.72357352077961,0.18425807356834
1.84,1.7103803157807,2.90783159434795,0-180,0,2.90783159434795,0.11459868401289
1.92,1.7923325300217,3.02243027836084,0-180,0,3.02243027836084,0.11014100164175
2,1.8745368719101,3.13257128000259,0-180,0,3.13257128000259,0.04807524383068
2.04,1.9167065620423,3.18064652383327,0-180,0,3.18064652383327,0.05348064005375
2.08,1.956821680069,3.23412716388702,0-180,0,3.23412716388702,0.13301223516465
2.16,2.0360434055329,3.36713939905167,0-180,0,3.36713939905167,0.14224871993065
2.28,2.1582072973252,3.50938811898232,0-180,0,3.50938811898232,0.14692433178424
2.36,2.2483831644059,3.65631245076656,0-180,0,3.65631245076656,0.11312179267407
2.44,2.3312902450562,3.76943424344063,0-180,0,3.76943424344063,0.15530847012996
2.56,2.4519735574723,3.92474271357059,0-180,0,3.92474271357059,0.1503199338913
2.68,2.5766801834107,4.07506264746189,0-180,0,4.07506264746189,0.106766447424889
2.76,2.6623392105103,4.18182909488678,0-180,0,4.18182909488678,0.14024674892426
2.88,2.7730661630631,4.32207584381104,0-180,0,4.32207584381104,0.14912597835063
2.96,2.8584408760071,4.47120182216167,0-180,0,4.47120182216167,0.14596246182919
3.08,2.9771339893341,4.61716428399086,0-180,0,4.61716428399086,0.100452080369
3.16,3.0502510070801,4.71761636435986,0-180,0,4.71761636435986,0.12410245835781
3.24,3.1331312656403,4.84171882271767,0-180,0,4.84171882271767,0.14791786670684
3.36,3.2583850622177,4.98963668942451,0-180,0,4.98963668942451,0.11066198349
3.48,3.3750289678574,5.10029867291451,0-180,0,5.10029867291451,0.11108815670013
3.56,3.4554415941239,5.21138682961464,0-180,0,5.21138682961464,0.1317922025919
3.68,3.5677778720856,5.34317903220654,0-180,0,5.34317903220654,0.10272227227687
3.76,3.6511945724488,5.44590130448341,0-180,0,5.44590130448341,0.10575763881207
3.84,3.7364673614502,5.55165894329548,0-180,0,5.55165894329548,0.10168142616749
3.92,3.8190150260926,5.65334036946297,0-180,0,5.65334036946297,0.1053474843502
4.04,3.9380300045014,5.75868785381317,0-180,0,5.75868785381317,0.11662729084492
4.16,4.0584611892701,5.87531514465809,0-180,0,5.87531514465809,0.12446269392967
4.28,4.1802388429642,5.99977783858776,0-180,0,5.99977783858776,0.1325037330389
4.4,4.2991197109223,6.13228157162666,0-180,0,6.13228157162666,0.1282200217247
4.52,4.4153451919556,6.26050159335136,0-180,0,6.26050159335136,0.0990360975265503
4.6,4.4940304756165,6.35953769087791,0-180,0,6.35953769087791,0.0737972557544797
4.64,4.5379596948624,6.43333494663239,0-180,0,6.43333494663239,0.139124691486351
4.76,4.6573394536972,6.57245963811874,0-180,0,6.57245963811874,0.10327845811844
4.88,4.7702604532242,6.67573809623718,0-180,0,6.67573809623718,0.1505620777607
5,4.8884814977646,6.82630017399788,0-180,0,6.82630017399788,0.12284964323044
5.12,4.9980068206787,6.94914981722832,0-180,0,6.94914981722832,0.11944845318794
5.2,5.092248916626,7.06859827041626,0-180,0,7.06859827041626,0.127754360437391
5.32,5.2124279737473,7.19635263085365,0-180,0,7.19635263085365,0.13019144535065
5.44,5.3317701816559,7.3265440762043,0-180,0,7.3265440762043,0.11743158102036
5.56,5.4484462738037,7.44397565722466,0-180,0,7.44397565722466,0.11869221925735
5.68,5.5693280696869,7.56266787648201,0-180,0,7.56266787648201,0.145623087883
5.8,5.6892120838166,7.70829096436501,0-180,0,7.70829096436501,0.11473000049591
5.92,5.8018648624421,7.82302096486092,0-180,0,7.82302096486092,0.118816643953321
6.04,5.9189003705979,7.94183760881424,0-180,0,7.94183760881424,0.11072158813477
6.16,6.0369765758515,8.05255919694901,0-180,0,8.05255919694901,0.10673478245735
6.28,6.1558681726456,8.15929397940636,0-180,0,8.15929397940636,0.12419000267982
6.36,6.2384802103043,8.28348398208618,0-180,0,8.28348398208618,0.16470178961754
6.48,6.3705790042878,8.44818577170372,0-180,0,8.44818577170372,0.10511577129364
6.6,6.482464671135,8.55330154299736,0-180,0,8.55330154299736,0.0645115971565193
6.68,6.5586018562317,8.61781314015388,0-180,0,8.61781314015388,-0.0280424952507001
6.72,6.5700387954712,8.58977064490318,0-180,0,8.58977064490318,-0.00268146395682933
6.76,6.5940016508103,8.58708918094635,0-180,0,8.58708918094635,-0.0655293464660609
6.88,6.6363269090653,8.52155983448029,0-180,0,8.52155983448029,-0.0600039958953893
6.92,6.6349536180497,8.4615558385849,0-180,0,8.4615558385849,-0.0056803226470894
6.96,6.6349536180497,8.45587551593781,0-180,0,8.45587551593781,0
6.96,6.6349536180497,8.45587551593781,0-180,0,8.45587551593781,-0.042444467544561
7,6.6349536180497,8.41343104839325,0-180,0,8.41343104839325,-0.0443197786807996
7.04,6.6349536180497,8.36911126971245,0-180,0,8.36911126971245,-0.0602744519710594
7.08,6.6349536180497,8.30883681774139,0-180,0,8.30883681774139,-0.0212386250495911
7.12,6.625657081604,8.2875981926918,0-180,0,8.2875981926918,-0.0928945839404989
7.16,6.6108137369156,8.1947036087513,0-180,0,8.1947036087513,-0.0357739627361298
7.2,6.5898925065995,8.15892964601517,0-180,0,8.15892964601517,-0.100395083427431
7.24,6.5735739469529,8.05853456258774,0-180,0,8.05853456258774,-0.0565908849239403
7.28,6.555946469307,8.0019436776638,0-180,0,8.0019436776638,-0.0749550759792292
7.32,6.5342795848847,7.92698860168457,0-180,0,7.92698860168457,-0.104410201311111
7.36,6.5016478300095,7.82257840037346,0-180,0,7.82257840037346,-0.0958584249019596
7.4,6.4701640605927,7.7267199754715,0-180,0,7.7267199754715,-0.1101702451706
7.44,6.4374572038651,7.6165497303009,0-180,0,7.6165497303009,-0.12532100081443
7.48,6.3968485593796,7.49122872948647,0-180,0,7.49122872948647,-0.0918403267860501
7.52,6.3595443964005,7.39938840270042,0-180,0,7.39938840270042,-0.125577300786969
7.56,6.3109320402146,7.27381110191345,0-180,0,7.27381110191345,-0.13031363487243
7.6,6.2661445140839,7.14349746704102,0-180,0,7.14349746704102,-0.11294856667519
7.64,6.2197852134705,7.03054890036583,0-180,0,7.03054890036583,-0.12094676494598
7.68,6.1770308017731,6.90960213541985,0-180,0,6.90960213541985,-0.0803917646408099
7.72,6.1310684680939,6.82921037077904,0-180,0,6.82921037077904,-0.0743582844734201
7.76,6.091468334198,6.75485208630562,0-180,0,6.75485208630562,-0.0914543867111197
7.8,6.0508543252945,6.6633976995945,0-180,0,6.6633976995945,-0.0895202159881601
