Time,Rotation,Torque,Folder,Theta,TestTorque,DR
46.52,-9.663108587265,-4.3728269636631,165-345,345,0,0
46.56,-9.7087866067886,-4.4012013822794,165-345,345,0,0
46.6,-9.7484672069549,-4.41664159297943,165-345,345,0,0
46.64,-9.7876918315887,-4.44953180849552,165-345,345,0,0
46.68,-9.8341315984726,-4.47764694690704,165-345,345,0,0
46.72,-9.8796164989471,-4.50037270784378,165-345,345,0,0
46.76,-9.9201393127441,-4.52627912163734,165-345,345,0,0
46.8,-9.9640148878097,-4.55092005431652,165-345,345,0,0
46.84,-9.9978268146515,-4.56938073039055,165-345,345,0,0
46.88,-10.0414073467254,-4.59613315761089,165-345,345,0,0
46.92,-10.0807017087936,-4.61943559348583,165-345,345,0,0
46.96,-10.1261758804321,-4.65928949415684,165-345,345,0,0
47,-10.1694560050964,-4.68440465629101,165-345,345,0,0
47.04,-10.2072590589523,-4.70694117248058,165-345,345,0,0
47.08,-10.249890089035,-4.7335259616375,165-345,345,0,0
47.12,-10.2893131971359,-4.75838892161846,165-345,345,0,0
47.16,-10.3326469659805,-4.79232333600521,165-345,345,0,0
47.2,-10.3773003816604,-4.82498183846474,165-345,345,0,0
47.24,-10.4177105426788,-4.84897084534168,165-345,345,0,0
47.28,-10.4589736461639,-4.8792626708746,165-345,345,0,0
47.32,-10.5013847351074,-4.90452311933041,165-345,345,0,0
47.36,-10.5356365442276,-4.91994395852089,165-345,345,0,0
47.4,-10.5798554420471,-4.95671443641186,165-345,345,0,0
47.44,-10.6291329860687,-4.99144680798054,165-345,345,0,0
47.48,-10.6678533554077,-5.01692034304142,165-345,345,0,0
47.52,-10.7030868530273,-5.03388196229935,165-345,345,0,0
47.56,-10.7468229532242,-5.06403148174286,165-345,345,0,0
47.6,-10.789840221405,-5.09991534054279,165-345,345,0,0
47.64,-10.8319348096847,-5.12464344501495,165-345,345,0,0
47.68,-10.8706390857696,-5.14755807816982,165-345,345,0,0
47.72,-10.9109473228454,-5.17673343420029,165-345,345,0,0
47.76,-10.9561693668365,-5.2121713757515,165-345,345,0,0
47.8,-10.9908127784729,-5.23679703474045,165-345,345,0,0
47.84,-11.0279506444931,-5.26529960334301,165-345,345,0,0
47.88,-11.0663062334061,-5.28921037912369,165-345,345,0,0
47.92,-11.1077570915222,-5.3267378360033,165-345,345,0,0
47.96,-11.1451524496078,-5.35116791725159,165-345,345,0,0
48,-11.1822259426117,-5.37419021129608,165-345,345,0,0
48.04,-11.2299156188965,-5.40898814797401,165-345,345,0,0
48.08,-11.2639153003692,-5.42897842824459,165-345,345,0,0
48.12,-11.2986874580383,-5.46242780983448,165-345,345,0,0
48.16,-11.3420212268829,-5.49430698156357,165-345,345,0,0
